customer_id,age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,issue_date
INDCUST000396,61,Employed,20.7,10000,584,14.0,8750,3588,0,0,0,Personal Loan,Home Improvement,40000,18.76,0.359,4.0,0.167,0,2018-01-29
INDCUST000397,22,Employed,23.2,7500,621,6.3,2500,2458,0,1,0,Personal Loan,Debt Consolidation,21250,10.23,0.328,2.833,0.113,0,2019-01-01
INDCUST000398,40,Employed,12.8,8750,583,9.5,3750,3262,0,2,0,Credit Card,Education,33750,16.68,0.373,3.857,0.289,0,2016-04-17
INDCUST000399,47,Employed,20.7,105000,621,4.8,52500,29070,0,2,0,Business Loan,Debt Consolidation,323750,13.38,0.277,3.083,0.118,0,2016-10-15
INDCUST000400,33,Employed,8.5,88750,610,6.0,116250,39758,0,0,0,Business Loan,Education,268750,10.65,0.448,3.028,0.084,0,2024-06-30
INDCUST000401,34,Employed,0.5,67500,452,7.9,82500,7009,0,1,1,Business Loan,Home Improvement,196250,21.49,0.104,2.907,0.152,0,2021-11-04
INDCUST000402,27,Employed,24.5,46250,339,15.1,66250,11080,0,0,0,Business Loan,Business,91250,13.31,0.24,1.973,0.122,0,2017-10-13
INDCUST000403,26,Employed,0.7,65000,650,5.1,51250,19819,0,1,0,Business Loan,Home Improvement,190000,12.2,0.305,2.923,0.15,0,2022-11-25
INDCUST000404,25,Employed,29.9,2500,672,11.1,3750,471,0,0,0,Personal Loan,Business,8750,13.77,0.188,3.5,0.267,0,2022-08-22
INDCUST000405,23,Employed,13.1,6250,501,6.4,2500,3573,0,0,0,Business Loan,Business,12500,21.08,0.572,2.0,0.08,0,2021-09-04
INDCUST000406,45,Employed,24.9,22500,809,19.0,30000,5311,0,1,0,Personal Loan,Debt Consolidation,71250,18.57,0.236,3.167,0.11,0,2019-07-08
INDCUST000407,27,Employed,28.7,115000,318,17.5,67500,68407,1,2,0,Personal Loan,Education,367500,10.94,0.595,3.196,0.162,0,2024-10-10
INDCUST000408,51,Employed,15.4,11250,649,4.1,15000,6215,0,1,0,Personal Loan,Business,41250,17.05,0.552,3.667,0.135,0,2019-05-31
INDCUST000409,56,Employed,13.9,93750,367,7.1,87500,26573,0,2,1,Business Loan,Debt Consolidation,353750,16.14,0.283,3.773,0.293,0,2015-04-11
INDCUST000410,52,Employed,8.8,37500,847,10.1,28750,8075,0,2,0,Business Loan,Education,147500,21.91,0.215,3.933,0.082,0,2017-10-05
INDCUST000411,61,Employed,1.7,88750,360,1.3,106250,34758,0,0,0,Credit Card,Education,236250,17.46,0.392,2.662,0.209,0,2017-11-13
INDCUST000412,40,Employed,13.6,43750,865,3.7,52500,12861,0,1,0,Business Loan,Business,90000,20.01,0.294,2.057,0.081,0,2022-03-28
INDCUST000413,32,Employed,8.7,61250,880,10.7,32500,21231,0,2,0,Personal Loan,Business,235000,21.98,0.347,3.837,0.178,0,2020-06-19
INDCUST000414,22,Employed,22.5,51250,608,6.6,55000,22780,0,1,1,Credit Card,Education,105000,19.01,0.444,2.049,0.133,0,2017-05-01
INDCUST000415,32,Employed,10.7,10000,760,6.3,7500,4980,0,2,0,Business Loan,Home Improvement,26250,14.45,0.498,2.625,0.204,0,2021-04-23
INDCUST000416,48,Employed,24.9,21250,385,4.6,21250,5380,0,2,1,Business Loan,Home Improvement,57500,14.93,0.253,2.706,0.073,0,2021-11-21
INDCUST000417,26,Employed,27.3,76250,478,10.2,61250,17607,0,0,0,Business Loan,Home Improvement,291250,13.18,0.231,3.82,0.276,0,2020-03-21
INDCUST000418,59,Employed,17.1,26250,327,12.4,28750,9624,0,2,1,Credit Card,Business,96250,10.59,0.367,3.667,0.084,0,2016-03-29
INDCUST000419,34,Employed,7.7,38750,663,6.9,47500,6476,0,1,0,Personal Loan,Home Improvement,116250,14.04,0.167,3.0,0.153,0,2021-01-17
INDCUST000420,37,Employed,2.9,21250,693,3.1,21250,10670,0,0,0,Credit Card,Business,43750,11.8,0.502,2.059,0.15,0,2023-03-09
INDCUST000421,41,Employed,23.3,21250,710,18.2,21250,7874,0,2,0,Business Loan,Debt Consolidation,67500,21.21,0.371,3.176,0.132,0,2019-12-24
INDCUST000422,31,Employed,22.5,50000,711,11.9,51250,26934,0,1,1,Personal Loan,Education,181250,18.21,0.539,3.625,0.227,0,2019-01-05
INDCUST000423,24,Employed,4.7,70000,386,16.6,70000,29318,1,0,0,Business Loan,Education,230000,17.04,0.419,3.286,0.186,0,2017-09-15
INDCUST000424,54,Employed,19.3,48750,855,13.0,35000,15969,0,2,0,Credit Card,Business,148750,15.26,0.328,3.051,0.15,0,2016-01-09
INDCUST000425,60,Employed,17.9,76250,573,15.7,105000,28154,0,1,0,Business Loan,Home Improvement,191250,20.07,0.369,2.508,0.125,0,2022-10-04
INDCUST000426,52,Employed,20.1,13750,431,9.7,17500,1725,0,2,0,Personal Loan,Home Improvement,35000,12.29,0.125,2.545,0.139,0,2016-03-27
INDCUST000427,41,Employed,17.2,68750,364,18.0,56250,11926,0,0,0,Personal Loan,Education,185000,11.44,0.173,2.691,0.203,0,2024-09-15
INDCUST000428,27,Employed,19.8,13750,711,6.5,7500,6936,0,1,0,Business Loan,Debt Consolidation,45000,21.38,0.504,3.273,0.22,0,2015-12-22
INDCUST000429,34,Employed,2.0,5000,771,9.8,6250,2839,0,0,0,Personal Loan,Business,11250,18.43,0.568,2.25,0.113,0,2018-06-28
INDCUST000430,43,Employed,7.9,115000,669,13.0,153750,42249,1,2,0,Credit Card,Debt Consolidation,455000,16.46,0.367,3.957,0.112,0,2022-11-12
INDCUST000431,35,Employed,7.7,116250,338,12.9,82500,66887,0,0,0,Personal Loan,Debt Consolidation,343750,11.96,0.575,2.957,0.157,0,2019-04-26
INDCUST000432,50,Employed,15.5,13750,562,1.1,6250,1575,1,2,0,Personal Loan,Business,43750,19.14,0.115,3.182,0.102,0,2016-11-03
INDCUST000433,64,Employed,24.0,70000,769,3.9,60000,21935,0,0,0,Credit Card,Business,233750,17.13,0.313,3.339,0.217,0,2016-02-03
INDCUST000434,42,Employed,25.4,78750,629,6.1,65000,8617,0,0,0,Personal Loan,Debt Consolidation,268750,19.11,0.109,3.413,0.262,0,2015-06-09
INDCUST000435,29,Employed,21.3,110000,699,13.7,117500,62821,0,2,0,Personal Loan,Debt Consolidation,226250,12.79,0.571,2.057,0.058,0,2016-09-07
INDCUST000436,55,Employed,8.8,105000,590,12.5,135000,31432,1,2,0,Credit Card,Home Improvement,260000,12.22,0.299,2.476,0.165,0,2022-07-05
INDCUST000437,55,Employed,5.1,20000,707,2.1,28750,2860,0,0,0,Business Loan,Debt Consolidation,71250,20.97,0.143,3.562,0.13,0,2015-12-18
INDCUST000438,54,Employed,2.5,56250,391,4.7,56250,31251,0,0,0,Personal Loan,Debt Consolidation,142500,19.51,0.556,2.533,0.192,0,2020-12-26
INDCUST000439,61,Employed,3.9,81250,891,10.7,88750,44404,1,2,0,Business Loan,Home Improvement,231250,16.45,0.547,2.846,0.132,0,2022-10-24
INDCUST000440,36,Employed,2.3,118750,731,5.9,115000,11893,1,1,0,Credit Card,Education,257500,10.68,0.1,2.168,0.104,0,2024-12-06
INDCUST000441,51,Employed,18.4,58750,775,13.5,43750,17190,0,2,0,Personal Loan,Debt Consolidation,208750,20.47,0.293,3.553,0.136,0,2021-03-29
INDCUST000442,47,Employed,0.7,120000,897,18.3,77500,45687,1,2,0,Business Loan,Business,405000,13.46,0.381,3.375,0.199,0,2018-04-02
INDCUST000443,61,Employed,22.0,100000,794,9.9,97500,20854,0,2,0,Personal Loan,Debt Consolidation,333750,15.61,0.209,3.338,0.129,0,2022-01-20
INDCUST000444,64,Employed,16.7,96250,555,12.8,106250,56415,0,1,0,Personal Loan,Business,208750,11.64,0.586,2.169,0.044,0,2023-01-17
INDCUST000445,24,Employed,5.3,45000,536,17.6,33750,17173,0,0,0,Personal Loan,Education,128750,10.95,0.382,2.861,0.171,0,2022-04-26
INDCUST000446,50,Employed,15.8,8750,839,5.9,11250,2602,0,0,0,Business Loan,Home Improvement,21250,16.4,0.297,2.429,0.108,0,2023-01-17
INDCUST000447,31,Employed,7.3,17500,890,6.8,23750,10142,1,1,1,Credit Card,Home Improvement,63750,20.91,0.58,3.643,0.24,0,2021-08-12
INDCUST000448,25,Employed,4.6,107500,415,11.3,98750,43354,0,1,0,Credit Card,Debt Consolidation,348750,15.73,0.403,3.244,0.136,0,2022-07-18
INDCUST000449,37,Employed,3.5,58750,868,16.8,60000,25994,0,0,1,Business Loan,Debt Consolidation,196250,9.39,0.442,3.34,0.137,0,2016-06-05
INDCUST000450,33,Employed,15.3,36250,353,3.5,38750,11247,0,0,0,Business Loan,Debt Consolidation,72500,20.84,0.31,2.0,0.044,0,2015-11-15
INDCUST000451,30,Employed,29.0,112500,590,2.6,153750,30613,0,1,0,Business Loan,Home Improvement,362500,20.69,0.272,3.222,0.254,0,2015-01-21
INDCUST000452,30,Employed,2.9,6250,618,6.2,5000,2148,0,2,0,Personal Loan,Education,11250,15.96,0.344,1.8,0.045,0,2022-11-14
INDCUST000453,64,Employed,2.4,8750,539,9.0,11250,4139,0,2,0,Business Loan,Debt Consolidation,21250,12.57,0.473,2.429,0.103,0,2016-01-13
INDCUST000454,43,Employed,11.7,85000,429,18.4,117500,16557,0,0,0,Business Loan,Education,337500,12.53,0.195,3.971,0.3,0,2018-06-01
INDCUST000455,64,Employed,28.8,22500,792,9.7,27500,3151,0,2,0,Personal Loan,Education,58750,9.33,0.14,2.611,0.131,0,2021-09-28
INDCUST000456,60,Employed,15.7,75000,608,19.0,85000,9101,0,0,0,Business Loan,Business,155000,13.08,0.121,2.067,0.161,0,2017-10-21
INDCUST000457,61,Employed,20.1,67500,555,5.8,93750,28424,0,1,0,Personal Loan,Business,268750,17.31,0.421,3.981,0.246,0,2024-02-13
INDCUST000458,51,Employed,14.8,105000,620,17.6,72500,57828,0,1,0,Personal Loan,Home Improvement,218750,14.92,0.551,2.083,0.079,0,2019-09-12
INDCUST000459,25,Employed,12.3,92500,635,13.9,90000,28299,0,1,0,Business Loan,Home Improvement,261250,9.62,0.306,2.824,0.188,0,2024-10-29
INDCUST000460,41,Employed,26.1,40000,457,17.8,53750,8760,1,0,0,Business Loan,Debt Consolidation,156250,9.28,0.219,3.906,0.256,0,2015-10-12
INDCUST000461,58,Employed,13.4,67500,350,4.5,85000,33812,0,2,0,Personal Loan,Education,267500,14.34,0.501,3.963,0.227,0,2020-10-28
INDCUST000462,34,Employed,0.5,12500,885,8.3,13750,1474,0,1,0,Business Loan,Business,31250,19.91,0.118,2.5,0.199,0,2018-04-17
INDCUST000463,48,Employed,13.9,55000,638,9.4,33750,20452,0,2,0,Credit Card,Education,183750,20.67,0.372,3.341,0.166,0,2021-10-08
INDCUST000464,64,Employed,14.3,47500,710,12.3,31250,11561,1,0,0,Personal Loan,Business,131250,17.97,0.243,2.763,0.153,0,2017-04-15
INDCUST000465,54,Employed,18.3,76250,470,4.8,93750,33971,0,2,0,Credit Card,Debt Consolidation,261250,19.36,0.446,3.426,0.187,0,2021-06-11
INDCUST000466,50,Employed,15.3,68750,874,16.4,98750,18123,0,0,0,Personal Loan,Business,216250,12.05,0.264,3.145,0.094,0,2024-05-10
INDCUST000467,62,Employed,27.7,6250,411,15.6,2500,3597,0,0,0,Business Loan,Home Improvement,22500,20.13,0.576,3.6,0.149,0,2019-01-28
INDCUST000468,33,Employed,19.3,3750,482,18.6,5000,1456,0,2,0,Personal Loan,Debt Consolidation,13750,15.22,0.388,3.667,0.184,0,2016-02-13
INDCUST000469,61,Employed,28.6,77500,396,14.4,95000,23487,0,2,0,Credit Card,Home Improvement,211250,19.66,0.303,2.726,0.205,0,2017-09-12
INDCUST000470,57,Employed,7.0,3750,436,19.0,2500,1363,0,2,0,Personal Loan,Home Improvement,11250,20.1,0.363,3.0,0.184,0,2023-12-02
INDCUST000471,49,Employed,19.3,86250,303,17.5,86250,36446,0,2,0,Business Loan,Business,276250,20.58,0.423,3.203,0.154,0,2021-08-15
INDCUST000472,26,Employed,4.7,46250,728,16.1,28750,18860,0,2,0,Personal Loan,Home Improvement,142500,9.81,0.408,3.081,0.065,0,2016-06-18
INDCUST000473,26,Employed,18.9,110000,775,17.2,120000,16784,0,0,0,Business Loan,Business,357500,13.66,0.153,3.25,0.217,0,2017-02-17
INDCUST000474,64,Employed,14.9,102500,402,12.2,72500,30601,0,1,0,Business Loan,Business,293750,10.56,0.299,2.866,0.058,0,2019-10-14
INDCUST000475,42,Employed,11.4,115000,698,11.6,103750,19669,0,2,0,Business Loan,Debt Consolidation,393750,21.88,0.171,3.424,0.141,0,2015-04-06
INDCUST000476,43,Employed,14.1,30000,665,4.5,36250,11205,0,2,0,Business Loan,Home Improvement,97500,15.27,0.374,3.25,0.207,0,2017-04-12
INDCUST000477,63,Employed,20.9,51250,490,12.0,25000,26718,0,2,0,Business Loan,Debt Consolidation,168750,9.23,0.521,3.293,0.23,0,2024-05-01
INDCUST000478,47,Employed,27.3,100000,504,5.3,75000,19712,0,0,0,Business Loan,Debt Consolidation,398750,19.74,0.197,3.988,0.143,0,2018-09-28
INDCUST000479,26,Employed,5.9,45000,790,15.5,65000,18949,0,1,0,Credit Card,Home Improvement,107500,13.54,0.421,2.389,0.179,0,2018-02-14
INDCUST000480,22,Employed,13.9,8750,669,12.2,6250,3806,0,2,0,Business Loan,Education,33750,9.76,0.435,3.857,0.283,0,2019-08-23
INDCUST000481,47,Employed,25.0,103750,381,4.5,57500,57256,0,0,0,Personal Loan,Home Improvement,383750,11.29,0.552,3.699,0.193,0,2017-10-13
INDCUST000482,59,Employed,8.5,66250,900,3.2,72500,27981,0,1,0,Personal Loan,Home Improvement,187500,9.35,0.422,2.83,0.104,0,2024-10-23
INDCUST000483,24,Employed,4.2,103750,506,10.4,87500,26240,0,1,0,Business Loan,Education,311250,11.63,0.253,3.0,0.239,0,2017-11-27
INDCUST000484,21,Employed,17.4,31250,538,15.2,41250,5464,1,0,0,Credit Card,Business,110000,16.4,0.175,3.52,0.196,0,2023-09-27
INDCUST000485,43,Employed,2.1,67500,677,12.4,38750,16278,0,1,0,Business Loan,Home Improvement,180000,11.03,0.241,2.667,0.065,0,2021-11-15
INDCUST000486,27,Employed,20.9,20000,685,1.4,18750,11161,0,2,0,Business Loan,Business,61250,18.87,0.558,3.062,0.157,0,2019-11-15
INDCUST000487,25,Employed,8.2,30000,860,10.4,13750,17192,0,2,0,Business Loan,Debt Consolidation,77500,14.21,0.573,2.583,0.166,0,2019-12-05
INDCUST000488,28,Employed,25.8,78750,608,15.8,67500,11821,0,2,0,Personal Loan,Debt Consolidation,185000,21.35,0.15,2.349,0.089,0,2017-12-24
INDCUST000489,21,Employed,14.8,31250,540,13.6,21250,10448,1,1,0,Business Loan,Education,66250,19.91,0.334,2.12,0.075,0,2021-05-24
INDCUST000490,48,Employed,22.2,93750,492,5.0,138750,41509,0,0,0,Business Loan,Debt Consolidation,210000,9.24,0.443,2.24,0.161,0,2022-06-15
INDCUST000491,38,Employed,23.8,36250,834,18.0,22500,10340,0,0,0,Business Loan,Education,106250,18.35,0.285,2.931,0.181,0,2024-12-15
INDCUST000492,54,Employed,13.5,12500,834,7.7,8750,2171,0,2,0,Credit Card,Business,43750,15.85,0.174,3.5,0.22,0,2023-02-10
INDCUST000493,64,Employed,25.4,107500,890,4.6,90000,22000,0,0,0,Business Loan,Home Improvement,360000,15.03,0.205,3.349,0.111,0,2021-08-16
INDCUST000494,51,Employed,7.4,3750,443,10.2,2500,2075,1,0,0,Business Loan,Debt Consolidation,13750,13.43,0.553,3.667,0.269,0,2022-08-30
INDCUST000495,25,Employed,29.4,28750,329,4.6,33750,13383,0,1,0,Credit Card,Business,71250,9.56,0.465,2.478,0.196,0,2015-05-29
INDCUST000496,44,Employed,18.5,30000,739,19.9,37500,11898,0,1,0,Business Loan,Business,67500,15.68,0.397,2.25,0.139,0,2020-07-19
INDCUST000497,24,Employed,2.4,122500,867,3.6,95000,36722,0,2,0,Personal Loan,Debt Consolidation,378750,12.19,0.3,3.092,0.082,0,2024-09-15
INDCUST000498,21,Employed,14.6,101250,307,11.8,131250,19856,0,0,0,Credit Card,Business,310000,19.56,0.196,3.062,0.211,0,2018-09-07
INDCUST000499,36,Employed,4.8,83750,492,7.2,117500,45260,0,1,0,Credit Card,Business,193750,19.32,0.54,2.313,0.133,0,2015-09-02
INDCUST000500,41,Employed,22.5,105000,698,14.4,152500,52137,0,2,1,Business Loan,Business,308750,13.91,0.497,2.94,0.195,0,2023-07-17
INDCUST000501,63,Employed,23.4,2500,851,9.2,2500,1390,1,2,0,Personal Loan,Debt Consolidation,8750,17.41,0.556,3.5,0.207,0,2020-03-09
INDCUST000502,44,Employed,6.5,58750,375,14.4,67500,24533,0,0,0,Personal Loan,Home Improvement,156250,16.47,0.418,2.66,0.154,0,2016-12-24
INDCUST000503,33,Employed,11.1,53750,601,18.1,71250,27947,0,2,0,Business Loan,Education,178750,10.04,0.52,3.326,0.239,0,2021-04-11
INDCUST000504,24,Employed,27.8,27500,756,13.2,15000,11580,0,0,0,Personal Loan,Debt Consolidation,87500,16.74,0.421,3.182,0.209,0,2021-08-22
INDCUST000505,28,Employed,9.3,107500,868,10.9,116250,24050,0,2,0,Business Loan,Education,240000,14.82,0.224,2.233,0.094,0,2023-10-01
INDCUST000506,52,Employed,26.3,25000,838,9.8,12500,8013,0,2,0,Personal Loan,Business,90000,17.83,0.321,3.6,0.274,0,2018-08-17
INDCUST000507,52,Employed,20.7,52500,375,11.1,37500,6223,0,1,0,Personal Loan,Business,198750,12.29,0.119,3.786,0.154,0,2017-02-06
INDCUST000508,38,Employed,19.6,63750,778,5.5,40000,29600,0,0,0,Credit Card,Education,156250,10.97,0.464,2.451,0.097,0,2021-04-12
INDCUST000509,51,Employed,6.0,51250,442,16.3,56250,13389,0,2,0,Personal Loan,Business,140000,11.52,0.261,2.732,0.141,0,2024-01-29
INDCUST000510,50,Employed,28.8,123750,808,17.8,168750,37507,1,2,0,Personal Loan,Debt Consolidation,493750,18.74,0.303,3.99,0.305,0,2018-02-21
INDCUST000511,28,Employed,0.9,40000,372,5.3,47500,12973,1,1,0,Personal Loan,Education,112500,10.62,0.324,2.812,0.085,0,2023-04-29
INDCUST000512,42,Employed,21.9,68750,597,7.3,66250,32193,0,0,0,Personal Loan,Home Improvement,237500,9.32,0.468,3.455,0.236,0,2023-10-14
INDCUST000513,23,Employed,20.3,97500,435,11.1,121250,27834,0,0,0,Personal Loan,Home Improvement,363750,17.48,0.285,3.731,0.11,0,2020-03-19
INDCUST000514,35,Employed,21.2,42500,728,7.1,30000,11052,0,2,0,Credit Card,Debt Consolidation,121250,16.95,0.26,2.853,0.093,0,2017-11-14
INDCUST000515,42,Employed,1.8,98750,373,3.9,95000,33607,0,0,0,Credit Card,Education,323750,11.72,0.34,3.278,0.172,0,2021-07-05
INDCUST000516,32,Employed,9.3,111250,367,8.4,128750,11565,0,1,0,Personal Loan,Education,231250,17.1,0.104,2.079,0.15,0,2019-04-07
INDCUST000517,64,Employed,16.9,91250,552,1.3,50000,40830,1,0,0,Credit Card,Education,238750,10.23,0.447,2.616,0.18,0,2019-09-17
INDCUST000518,23,Employed,6.5,41250,465,1.2,35000,11773,0,2,0,Credit Card,Debt Consolidation,132500,17.31,0.285,3.212,0.114,0,2019-09-26
INDCUST000519,51,Employed,5.1,36250,607,14.6,47500,12788,0,1,1,Personal Loan,Home Improvement,131250,9.2,0.353,3.621,0.154,0,2016-09-30
INDCUST000520,42,Employed,24.5,6250,427,4.1,7500,2296,0,2,0,Personal Loan,Business,16250,20.06,0.367,2.6,0.075,0,2019-03-01
INDCUST000521,35,Employed,13.6,90000,711,12.9,71250,22476,1,0,0,Personal Loan,Debt Consolidation,265000,10.63,0.25,2.944,0.208,0,2017-11-25
INDCUST000522,57,Employed,17.4,103750,823,14.4,96250,62004,0,0,0,Business Loan,Debt Consolidation,301250,12.11,0.598,2.904,0.198,0,2024-04-26
INDCUST000523,48,Employed,11.5,108750,523,17.6,60000,25356,1,0,0,Business Loan,Debt Consolidation,256250,15.73,0.233,2.356,0.106,0,2019-01-04
INDCUST000524,48,Employed,29.7,88750,328,9.6,96250,12669,0,0,0,Personal Loan,Education,348750,10.73,0.143,3.93,0.149,0,2020-06-16
INDCUST000525,24,Employed,19.0,122500,721,18.6,120000,69636,0,2,1,Personal Loan,Business,352500,17.51,0.568,2.878,0.224,0,2018-01-02
INDCUST000526,29,Employed,11.5,86250,599,5.9,53750,32629,0,1,0,Personal Loan,Business,212500,12.38,0.378,2.464,0.127,0,2023-06-09
INDCUST000527,26,Employed,4.9,30000,580,19.9,40000,6668,1,0,0,Business Loan,Debt Consolidation,62500,11.47,0.222,2.083,0.111,0,2021-08-09
INDCUST000528,57,Employed,7.8,26250,744,2.0,12500,12974,0,2,0,Business Loan,Debt Consolidation,61250,20.45,0.494,2.333,0.049,0,2015-06-13
INDCUST000529,45,Employed,25.0,90000,559,15.6,135000,35898,0,1,0,Personal Loan,Education,298750,9.1,0.399,3.319,0.076,0,2015-08-14
INDCUST000530,59,Employed,24.6,57500,587,9.1,62500,19060,0,2,0,Personal Loan,Business,168750,16.29,0.331,2.935,0.202,0,2019-05-08
INDCUST000531,41,Employed,13.4,123750,817,16.2,143750,25002,1,1,1,Credit Card,Debt Consolidation,397500,20.73,0.202,3.212,0.13,0,2021-02-25
INDCUST000532,64,Employed,14.1,3750,655,5.2,5000,1101,0,0,0,Credit Card,Education,12500,14.37,0.294,3.333,0.228,0,2015-08-07
INDCUST000533,58,Employed,9.6,86250,382,10.6,111250,11492,0,0,0,Personal Loan,Home Improvement,298750,20.5,0.133,3.464,0.205,0,2019-04-15
INDCUST000534,25,Employed,2.4,21250,765,2.2,11250,8382,0,0,0,Business Loan,Business,53750,15.4,0.394,2.529,0.177,0,2019-10-17
INDCUST000535,51,Employed,11.9,55000,516,11.4,63750,17009,0,1,0,Personal Loan,Debt Consolidation,125000,16.95,0.309,2.273,0.166,0,2017-10-13
INDCUST000536,51,Employed,7.7,53750,383,15.1,61250,18286,0,1,0,Business Loan,Business,187500,20.59,0.34,3.488,0.26,0,2023-12-13
INDCUST000537,39,Employed,4.9,46250,633,1.1,42500,11453,0,2,0,Personal Loan,Business,176250,15.87,0.248,3.811,0.263,0,2018-05-27
INDCUST000538,61,Employed,24.8,73750,547,18.9,45000,31583,0,2,0,Personal Loan,Business,190000,16.13,0.428,2.576,0.139,0,2023-12-25
INDCUST000539,50,Employed,26.3,107500,843,4.5,141250,43872,1,2,0,Personal Loan,Education,328750,16.73,0.408,3.058,0.231,0,2018-12-30
INDCUST000540,47,Employed,12.3,42500,783,14.7,61250,16713,0,0,0,Credit Card,Education,165000,12.78,0.393,3.882,0.205,0,2018-05-16
INDCUST000541,64,Employed,24.3,12500,790,19.7,13750,4141,0,0,1,Business Loan,Business,40000,17.32,0.331,3.2,0.116,0,2017-06-10
INDCUST000542,31,Employed,11.1,55000,409,10.9,56250,18570,0,1,1,Credit Card,Business,177500,15.9,0.338,3.227,0.251,0,2024-10-09
INDCUST000543,32,Employed,2.7,45000,376,4.3,37500,15994,0,1,0,Credit Card,Home Improvement,97500,11.8,0.355,2.167,0.068,0,2023-01-01
INDCUST000544,34,Employed,9.9,17500,625,1.6,12500,7855,0,1,0,Personal Loan,Home Improvement,33750,10.51,0.449,1.929,0.147,0,2019-01-23
INDCUST000545,25,Employed,21.0,66250,707,1.5,95000,29824,0,1,0,Credit Card,Home Improvement,136250,17.65,0.45,2.057,0.116,0,2015-12-05
INDCUST000546,53,Employed,21.8,117500,645,1.1,127500,68457,0,1,0,Business Loan,Education,256250,9.9,0.583,2.181,0.077,0,2016-01-02
INDCUST000547,46,Employed,7.3,82500,887,8.3,58750,35354,0,0,0,Credit Card,Business,276250,20.73,0.429,3.348,0.147,0,2015-03-27
INDCUST000548,46,Employed,29.4,122500,319,3.4,63750,46990,1,1,0,Personal Loan,Home Improvement,470000,9.71,0.384,3.837,0.223,0,2021-11-12
INDCUST000549,25,Employed,1.1,23750,647,16.3,21250,8202,0,2,0,Business Loan,Debt Consolidation,61250,16.72,0.345,2.579,0.121,0,2021-04-04
INDCUST000550,40,Employed,17.3,72500,888,13.4,60000,36776,0,1,0,Personal Loan,Debt Consolidation,281250,17.4,0.507,3.879,0.257,0,2020-07-11
INDCUST000551,22,Employed,24.0,38750,420,13.9,43750,4741,1,2,0,Business Loan,Debt Consolidation,130000,21.07,0.122,3.355,0.26,0,2019-10-07
INDCUST000552,43,Employed,12.3,85000,791,4.8,123750,23284,0,0,0,Credit Card,Home Improvement,230000,21.4,0.274,2.706,0.187,0,2019-05-06
INDCUST000553,64,Employed,12.9,57500,891,1.8,46250,33687,0,2,0,Business Loan,Home Improvement,202500,21.57,0.586,3.522,0.214,0,2017-10-31
INDCUST000554,25,Employed,3.4,2500,641,8.7,1250,713,0,2,0,Personal Loan,Business,8750,16.54,0.285,3.5,0.162,0,2024-12-04
INDCUST000555,59,Employed,1.7,118750,319,19.6,117500,19841,0,0,1,Credit Card,Home Improvement,285000,13.03,0.167,2.4,0.073,0,2019-05-16
INDCUST000556,61,Employed,7.1,77500,819,17.2,108750,23299,1,0,1,Credit Card,Home Improvement,277500,15.44,0.301,3.581,0.179,0,2022-04-27
INDCUST000557,28,Employed,22.3,121250,387,13.5,67500,20600,0,1,0,Personal Loan,Debt Consolidation,403750,18.66,0.17,3.33,0.25,0,2023-11-22
INDCUST000558,62,Employed,15.0,52500,686,2.7,52500,21229,0,0,0,Credit Card,Education,153750,14.75,0.404,2.929,0.219,0,2020-06-12
INDCUST000559,56,Employed,9.9,71250,415,8.9,92500,36080,1,2,0,Credit Card,Home Improvement,150000,16.42,0.506,2.105,0.113,0,2018-06-02
INDCUST000560,34,Employed,1.9,2500,885,1.0,2500,460,0,0,0,Credit Card,Education,6250,20.83,0.184,2.5,0.146,0,2016-01-01
INDCUST000561,39,Employed,10.2,100000,722,12.4,61250,51119,1,1,0,Business Loan,Home Improvement,318750,18.52,0.511,3.188,0.149,0,2019-02-21
INDCUST000562,49,Employed,24.3,65000,761,19.1,77500,16517,0,1,0,Credit Card,Debt Consolidation,255000,9.7,0.254,3.923,0.085,0,2024-09-03
INDCUST000563,30,Employed,29.8,88750,389,2.6,73750,36115,0,0,0,Business Loan,Education,190000,12.73,0.407,2.141,0.131,0,2022-03-11
INDCUST000564,51,Employed,25.1,116250,600,10.0,82500,64717,0,1,0,Personal Loan,Debt Consolidation,348750,9.99,0.557,3.0,0.086,0,2017-10-14
INDCUST000565,47,Employed,14.8,25000,407,7.4,25000,11093,0,1,0,Personal Loan,Debt Consolidation,76250,20.74,0.444,3.05,0.212,0,2019-08-10
INDCUST000566,62,Employed,18.9,48750,829,11.8,33750,7445,0,1,0,Business Loan,Debt Consolidation,175000,17.91,0.153,3.59,0.17,0,2016-04-01
INDCUST000567,35,Employed,0.6,35000,895,6.8,18750,14359,0,0,0,Credit Card,Debt Consolidation,73750,16.2,0.41,2.107,0.075,0,2016-04-22
INDCUST000568,23,Employed,25.3,37500,441,9.8,25000,3898,0,0,0,Personal Loan,Home Improvement,138750,19.46,0.104,3.7,0.087,0,2020-11-18
INDCUST000569,58,Employed,9.1,56250,895,17.4,68750,18474,0,2,0,Personal Loan,Business,122500,19.6,0.328,2.178,0.173,0,2020-06-23
INDCUST000570,50,Employed,29.6,23750,826,15.5,11250,7237,0,2,0,Business Loan,Home Improvement,53750,11.36,0.305,2.263,0.123,0,2016-08-17
